Name,ClusterNo,Property,Degree,Visited,Border
金荣,0,噪声,1,false,false
景田侯,0,噪声,1,false,false
陈翼,0,噪声,1,false,false
北静郡王长府官,0,噪声,1,false,false
保宁侯之子,0,噪声,1,false,false
倪二,0,噪声,4,false,false
贾蔷,0,噪声,1,false,false
金彩,0,噪声,1,false,false
赖嬷嬷,0,噪声,1,false,false
王狗儿,0,噪声,4,false,false
周氏,0,噪声,1,false,false
贾琼,0,噪声,1,false,false
傅秋芳,0,噪声,1,false,false
卜世仁店里伙计,0,噪声,1,false,false
臻儿,0,噪声,1,false,false
多官,0,噪声,1,false,false
薛蟠,0,噪声,1,false,false
李公子,0,噪声,2,false,false
袭人,0,噪声,2,false,false
卜银姐,0,噪声,1,false,false
天子之妻,0,噪声,1,false,false
孙亲太太,0,噪声,1,false,false
二姑娘,0,噪声,1,false,false
梅翰林之子,0,噪声,2,false,false
西宁郡王,0,噪声,2,false,false
镇国公诰命,0,噪声,1,false,false
谢鲸,0,噪声,1,false,false
平原侯,0,噪声,1,false,false
夏三,0,噪声,1,false,false
贾琼之母,0,噪声,2,false,false
南安王太妃,0,噪声,1,false,false
张大老爷之女,0,噪声,1,false,false
葵官,0,噪声,1,false,false
王板儿,0,噪声,1,false,false
贾瑞之父,0,噪声,3,false,false
定城侯,0,噪声,1,false,false
柳彪,0,噪声,1,false,false
侯孝康,0,噪声,1,false,false
倪儿娘子,0,噪声,1,false,false
王老爷,0,噪声,1,false,false
史湘云,0,噪声,5,false,false
李婶,0,噪声,4,false,false
五嫂子卜氏,0,噪声,2,false,false
王子腾之女,0,噪声,2,false,false
南安郡王之孙,0,噪声,1,false,false
宝珠,0,噪声,1,false,false
贾王扁之母,0,噪声,2,false,false
马道婆,0,噪声,1,false,false
王成,0,噪声,2,false,false
倪二女儿,0,噪声,1,false,false
贾瑞,0,噪声,1,false,false
贾王扁,0,噪声,1,false,false
缮国公诰命,0,噪声,1,false,false
傅试,0,噪声,1,false,false
李守中,0,噪声,2,false,false
刘氏,0,噪声,2,false,false
彩儿,0,噪声,1,false,false
贾喜鸾,0,噪声,1,false,false
